grid_cell,grid_row_u,grid_col_r,product_id,timestamp,cloud_cover,nodata,centre_lat,centre_lon,crs,parquet_url,parquet_row,geometry,unique_identifier
648D_154L,-648,-154,S2A_MSIL1C_20200914T111721_N0500_R008_T26ENA_20230401T111345,2020-09-14 11:17:21,0.0,0.0,-58.15816063880469,-26.16598836208175,EPSG:32726,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00204.parquet,342,POINT (-26.16598836208175 -58.15816063880469),00001_n58.16_n26.17
642D_167L,-642,-167,S2A_MSIL1C_20200914T111721_N0500_R008_T26EMB_20230401T111345,2020-09-14 11:17:21,0.0,0.0,-57.62042582596401,-27.956068299549504,EPSG:32726,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00205.parquet,98,POINT (-27.956068299549504 -57.62042582596401),00003_n57.62_n27.96
636D_166L,-636,-166,S2B_MSIL1C_20221118T111719_N0400_R008_T26EMB_20221118T124436,2022-11-18 11:17:19,3.170808259338748,0.0,-57.08111060593932,-27.380190931578937,EPSG:32726,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00205.parquet,394,POINT (-27.380190931578937 -57.08111060593932),00005_n57.08_n27.38
632D_164L,-632,-164,S2A_MSIL1C_20230823T112721_N0509_R051_T26ENC_20230823T161113,2023-08-23 11:27:21,0.0,0.0,-56.7214379724314,-26.79146233056145,EPSG:32726,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00206.parquet,211,POINT (-26.79146233056145 -56.7214379724314),00007_n56.72_n26.79
627D_430L,-627,-430,S2A_MSIL1C_20220121T140051_N0301_R067_T19EDT_20220121T172618,2022-01-21 14:00:51,0.0,0.0,-56.27283313534996,-69.55414788932941,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00207.parquet,108,POINT (-69.55414788932941 -56.27283313534996),00009_n56.27_n69.55
623D_198L,-623,-198,S2B_MSIL1C_20210811T113709_N0500_R094_T25FEU_20230110T140430,2021-08-11 11:37:09,0.0,0.0,-55.91234193244958,-31.68616476063048,EPSG:32725,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00208.parquet,66,POINT (-31.68616476063048 -55.91234193244958),00011_n55.91_n31.69
619D_199L,-619,-199,S2B_MSIL1C_20211119T113709_N0500_R094_T25FEU_20221229T171513,2021-11-19 11:37:09,0.7654582053332211,0.0,-55.552976432626345,-31.551469080617423,EPSG:32725,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00209.parquet,17,POINT (-31.551469080617423 -55.552976432626345),00013_n55.55_n31.55
615D_381L,-615,-381,S2B_MSIL1C_20211208T134639_N0500_R081_T20FPD_20221225T223511,2021-12-08 13:46:39,0.0,0.0,-55.19271398131123,-59.95117104745243,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00209.parquet,474,POINT (-59.95117104745243 -55.19271398131123),00015_n55.19_n59.95
613D_433L,-613,-433,S2A_MSIL1C_20201015T140731_N0500_R024_T19FEV_20230325T042639,2020-10-15 14:07:31,2.247103339926216,0.0,-55.01422063720708,-67.81504905261994,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00210.parquet,192,POINT (-67.81504905261994 -55.01422063720708),00016_n55.01_n67.82
610D_483L,-610,-483,S2A_MSIL1C_20200318T141731_N0500_R010_T18FVE_20230628T014241,2020-03-18 14:17:31,0.0,0.0,-54.74561447875449,-75.16221765697848,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00211.parquet,84,POINT (-75.16221765697848 -54.74561447875449),00018_n54.75_n75.16
609D_448L,-609,-448,S2A_MSIL1C_20200720T140101_N0500_R067_T19FDV_20230325T201716,2020-07-20 14:01:01,0.0,0.0,-54.65604952441881,-69.55910506154483,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00211.parquet,276,POINT (-69.55910506154483 -54.65604952441881),00019_n54.66_n69.56
607D_452L,-607,-452,S2A_MSIL1C_20200720T140101_N0500_R067_T19FDV_20230325T201716,2020-07-20 14:01:01,0.0,0.0,-54.47661405030423,-69.8788067264223,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00212.parquet,101,POINT (-69.8788067264223 -54.47661405030423),00021_n54.48_n69.88
606D_467L,-606,-467,S2A_MSIL1C_20230313T141711_N0509_R010_T18FXE_20230313T192408,2023-03-13 14:17:11,0.8880226963486653,0.0,-54.38438364225521,-72.01891067356246,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00212.parquet,255,POINT (-72.01891067356246 -54.38438364225521),00022_n54.38_n72.02
605D_446L,-605,-446,S2B_MSIL1C_20230128T140729_N0509_R024_T19FEV_20230128T170938,2023-01-28 14:07:29,1.5245164050554785,0.0,-54.29616765780103,-68.62696553059291,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00212.parquet,443,POINT (-68.62696553059291 -54.29616765780103),00023_n54.30_n68.63
604D_422L,-604,-422,S2B_MSIL1C_20220910T140729_N0400_R024_T20FLE_20220910T185905,2022-09-10 14:07:29,0.0,0.0,-54.20774531351234,-64.78898715705823,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00213.parquet,133,POINT (-64.78898715705823 -54.20774531351234),00024_n54.21_n64.79
602D_439L,-602,-439,S2B_MSIL1C_20230421T135709_N0509_R067_T19FFA_20230421T171848,2023-04-21 13:57:09,0.1273864130511018,0.0,-54.025770169190494,-67.119538070106,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00213.parquet,467,POINT (-67.119538070106 -54.025770169190494),00026_n54.03_n67.12
601D_444L,-601,-444,S2B_MSIL1C_20220910T140729_N0400_R024_T19FEA_20220910T185905,2022-09-10 14:07:29,0.0,0.0,-53.93633104128521,-67.7401473206369,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00214.parquet,143,POINT (-67.7401473206369 -53.93633104128521),00027_n53.94_n67.74
600D_445L,-600,-445,S2A_MSIL1C_20230205T135701_N0509_R067_T19FEA_20230205T171730,2023-02-05 13:57:01,4.467379259072227,0.0,-53.84651638857017,-67.74915546498931,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00214.parquet,324,POINT (-67.74915546498931 -53.84651638857017),00028_n53.85_n67.75
599D_458L,-599,-458,S2B_MSIL1C_20230723T140709_N0509_R110_T19FDA_20230723T173031,2023-07-23 14:07:09,0.0,0.0,-53.75784861991821,-69.58125832296314,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00215.parquet,3,POINT (-69.58125832296314 -53.75784861991821),00029_n53.76_n69.58
598D_483L,-598,-483,S2B_MSIL1C_20211031T141049_N0500_R110_T18FXF_20230106T223137,2021-10-31 14:10:49,3.184835668897025,0.0,-53.66655907434125,-73.23139005169519,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00215.parquet,179,POINT (-73.23139005169519 -53.66655907434125),00030_n53.67_n73.23
597D_499R,-597,499,S2B_MSIL1C_20200505T044329_N0500_R047_T43FEA_20230416T173607,2020-05-05 04:43:29,3.553668868969968,0.0,-53.57742825350873,75.64915558563362,EPSG:32743,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00216.parquet,48,POINT (75.64915558563362 -53.57742825350873),00032_n53.58_p75.65
595D_393L,-595,-393,S2A_MSIL1C_20210318T134641_N0500_R081_T21FUA_20230513T065033,2021-03-18 13:46:41,0.0,0.0,-53.39960975767562,-59.19351659905882,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00216.parquet,409,POINT (-59.19351659905882 -53.39960975767562),00034_n53.40_n59.19
593D_474L,-593,-474,S2B_MSIL1C_20211031T141049_N0500_R110_T19FCB_20230106T223137,2021-10-31 14:10:49,0.8349815539564308,0.0,-53.21989107380604,-71.08220628965653,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00217.parquet,303,POINT (-71.08220628965653 -53.21989107380604),00036_n53.22_n71.08
593D_510R,-593,510,S2A_MSIL1C_20230704T044331_N0509_R047_T43FFB_20230704T062204,2023-07-04 04:43:31,2.117437472821894,0.0,-53.21753960927234,76.63701866777491,EPSG:32743,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00217.parquet,465,POINT (76.63701866777491 -53.21753960927234),00037_n53.22_p76.64
591D_383L,-591,-383,S2A_MSIL1C_20211230T133641_N0500_R038_T21FVB_20221224T184246,2021-12-30 13:36:41,0.0,0.0,-53.03902500293972,-57.18429592956178,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00218.parquet,350,POINT (-57.18429592956178 -53.03902500293972),00039_n53.04_n57.18
589D_459L,-589,-459,S2A_MSIL1C_20200730T140101_N0500_R067_T19FEB_20230326T035322,2020-07-30 14:01:01,0.0,0.0,-52.858809468756064,-68.26389676266037,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00219.parquet,218,POINT (-68.26389676266037 -52.858809468756064),00041_n52.86_n68.26
588D_472L,-588,-472,S2B_MSIL1C_20230730T135709_N0509_R067_T19FDB_20230730T185931,2023-07-30 13:57:09,0.0,0.0,-52.770111870546906,-70.0526815735685,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00219.parquet,409,POINT (-70.0526815735685 -52.770111870546906),00042_n52.77_n70.05
587D_492L,-587,-492,S2A_MSIL1C_20200626T141741_N0500_R010_T18FXG_20230330T020511,2020-06-26 14:17:41,0.0,0.0,-52.67832917688476,-72.87712710595703,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00220.parquet,94,POINT (-72.87712710595703 -52.67832917688476),00043_n52.68_n72.88
586D_488R,-586,488,S2A_MSIL1C_20230905T045331_N0509_R090_T43FCB_20230905T075605,2023-09-05 04:53:31,1.5462588898708076,0.0,-52.59154881375564,72.28373180326565,EPSG:32743,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00220.parquet,400,POINT (72.28373180326565 -52.59154881375564),00045_n52.59_p72.28
584D_384L,-584,-384,S2A_MSIL1C_20230325T133641_N0509_R038_T21FWB_20230325T181814,2023-03-25 13:36:41,0.0,0.0,-52.40985965897308,-56.513081585025965,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00221.parquet,255,POINT (-56.513081585025965 -52.40985965897308),00047_n52.41_n56.51
582D_393L,-582,-393,S2B_MSIL1C_20230129T133639_N0509_R038_T21FVC_20230129T150003,2023-01-29 13:36:39,0.0,0.0,-52.2308956954115,-57.6024264189376,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00222.parquet,101,POINT (-57.6024264189376 -52.2308956954115),00049_n52.23_n57.60
581D_408L,-581,-408,S2B_MSIL1C_20200805T134639_N0500_R081_T21FUC_20230406T040824,2020-08-05 13:46:39,0.0,0.0,-52.14240940019278,-59.68014361328039,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00222.parquet,259,POINT (-59.68014361328039 -52.14240940019278),00050_n52.14_n59.68
579D_416L,-579,-416,S2A_MSIL1C_20200222T134631_N0500_R081_T20FPH_20230422T175417,2020-02-22 13:46:31,3.2814494522296567,0.0,-51.95963049671491,-60.6348973464,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00223.parquet,93,POINT (-60.6348973464 -51.95963049671491),00052_n51.96_n60.63
578D_424L,-578,-424,S2A_MSIL1C_20200202T134631_N0500_R081_T20FNH_20230425T115559,2020-02-02 13:46:31,0.0,0.0,-51.87042822405814,-61.67621642845539,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00223.parquet,246,POINT (-61.67621642845539 -51.87042822405814),00053_n51.87_n61.68
576D_443L,-576,-443,S2B_MSIL1C_20221126T135629_N0400_R124_T20FMH_20221126T170414,2022-11-26 13:56:29,0.0,0.0,-51.69233013422684,-64.18106930557177,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00224.parquet,50,POINT (-64.18106930557177 -51.69233013422684),00055_n51.69_n64.18
574D_442L,-574,-442,S2A_MSIL1C_20220326T135631_N0400_R124_T20FMH_20220326T170617,2022-03-26 13:56:31,0.0,0.0,-51.51243366767864,-63.77944345652903,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00224.parquet,385,POINT (-63.77944345652903 -51.51243366767864),00057_n51.51_n63.78
572D_425L,-572,-425,S2A_MSIL1C_20230606T134641_N0509_R081_T20FPJ_20230606T183017,2023-06-06 13:46:41,0.0,0.0,-51.33115571230909,-61.08115756069007,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00225.parquet,251,POINT (-61.08115756069007 -51.33115571230909),00059_n51.33_n61.08
570D_439L,-570,-439,S2B_MSIL1C_20230515T135639_N0509_R124_T20FNJ_20230515T170114,2023-05-15 13:56:39,0.0,0.0,-51.15256934750049,-62.8426057835276,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00226.parquet,97,POINT (-62.8426057835276 -51.15256934750049),00061_n51.15_n62.84
568D_451L,-568,-451,S2B_MSIL1C_20210415T135629_N0500_R124_T20FMJ_20230509T224359,2021-04-15 13:56:29,0.0,0.0,-50.973831700899126,-64.30495210410557,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00226.parquet,458,POINT (-64.30495210410557 -50.973831700899126),00063_n50.97_n64.30
567D_488L,-567,-488,S2B_MSIL1C_20220817T140709_N0400_R110_T19FDD_20220817T173254,2022-08-17 14:07:09,0.0,0.0,-50.88349466030456,-69.47709032765574,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00227.parquet,126,POINT (-69.47709032765574 -50.88349466030456),00064_n50.88_n69.48
566D_496L,-566,-496,S2B_MSIL1C_20220830T141709_N0400_R010_T19FCD_20220830T173913,2022-08-30 14:17:09,0.0,0.0,-50.79429535407311,-70.4767861626836,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00227.parquet,316,POINT (-70.4767861626836 -50.79429535407311),00065_n50.79_n70.48
565D_519L,-565,-519,S2B_MSIL1C_20230709T142719_N0509_R053_T18FWJ_20230709T175036,2023-07-09 14:27:19,0.3313098795045519,0.0,-50.702725088039664,-73.60556112407647,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00227.parquet,492,POINT (-73.60556112407647 -50.702725088039664),00066_n50.70_n73.61
564D_512R,-564,512,S2A_MSIL1C_20230908T050231_N0509_R133_T43FCD_20230908T081020,2023-09-08 05:02:31,0.0,0.0,-50.61522867472092,72.61132605198777,EPSG:32743,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00228.parquet,302,POINT (72.61132605198777 -50.61522867472092),00068_n50.62_p72.61
562D_511L,-562,-511,S2B_MSIL1C_20230716T141719_N0509_R010_T18FYK_20230716T172233,2023-07-16 14:17:19,0.0,0.0,-50.432366721212986,-72.045321170234,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00229.parquet,130,POINT (-72.045321170234 -50.432366721212986),00070_n50.43_n72.05
561D_531L,-561,-531,S2B_MSIL1C_20220624T142719_N0400_R053_T18FWK_20220624T174935,2022-06-24 14:27:19,2.092889506094909,0.0,-50.344105685026136,-74.71866260982856,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00229.parquet,328,POINT (-74.71866260982856 -50.344105685026136),00071_n50.34_n74.72
561D_493R,-561,493,S2A_MSIL1C_20220409T051221_N0400_R033_T42FWK_20220409T063045,2022-04-09 05:12:21,0.1392220398658979,0.0,-50.34397065142786,69.50647482300629,EPSG:32742,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00229.parquet,437,POINT (69.50647482300629 -50.34397065142786),00072_n50.34_p69.51
559D_525L,-559,-525,S2B_MSIL1C_20210331T142729_N0500_R053_T18FWK_20230601T072246,2021-03-31 14:27:29,0.0,0.0,-50.16381061828844,-73.61545899515019,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00230.parquet,275,POINT (-73.61545899515019 -50.16381061828844),00074_n50.16_n73.62
559D_1158R,-559,1158,S2B_MSIL1C_20201125T225019_N0500_R115_T58FCK_20230326T100335,2020-11-25 22:50:19,0.0,0.0,-50.16612188510675,162.59858088093227,EPSG:32758,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00230.parquet,404,POINT (162.59858088093227 -50.16612188510675),00075_n50.17_p162.60
557D_502L,-557,-502,S2B_MSIL1C_20200113T141649_N0500_R010_T19FDE_20230625T112952,2020-01-13 14:16:49,0.0,0.0,-49.98566866676053,-70.1116896965165,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00231.parquet,227,POINT (-70.1116896965165 -49.98566866676053),00077_n49.99_n70.11
556D_1282L,-556,-1282,S2B_MSIL1C_20230225T214909_N0509_R143_T01FCE_20230225T223924,2023-02-25 21:49:09,0.0,0.0,-49.89628191096212,-178.8123896899707,EPSG:32701,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00231.parquet,377,POINT (-178.8123896899707 -49.89628191096212),00078_n49.90_n178.81
555D_502L,-555,-502,S2B_MSIL1C_20230117T141709_N0509_R010_T19FDE_20230117T172115,2023-01-17 14:17:09,0.0,0.0,-49.80587488131288,-69.86773258978533,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00232.parquet,175,POINT (-69.86773258978533 -49.80587488131288),00080_n49.81_n69.87
554D_543L,-554,-543,S2B_MSIL1C_20200428T143719_N0500_R096_T18FVK_20230520T090644,2020-04-28 14:37:19,0.0,0.0,-49.71578923906473,-75.4342335027815,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00232.parquet,361,POINT (-75.4342335027815 -49.71578923906473),00081_n49.72_n75.43
554D_526R,-554,526,S2B_MSIL1C_20200112T050229_N0500_R133_T43FCE_20230424T060752,2020-01-12 05:02:29,0.7029485614891499,0.0,-49.71662205532074,73.21125054049796,EPSG:32743,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00233.parquet,7,POINT (73.21125054049796 -49.71662205532074),00082_n49.72_p73.21
553D_492L,-553,-492,S2B_MSIL1C_20230504T140709_N0509_R110_T19FEF_20230504T172832,2023-05-04 14:07:09,0.0,0.0,-49.625238768534,-68.21208531766521,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00233.parquet,145,POINT (-68.21208531766521 -49.625238768534),00083_n49.63_n68.21
552D_498R,-552,498,S2B_MSIL1C_20201021T051229_N0500_R033_T42FVL_20230326T174317,2020-10-21 05:12:29,0.0,0.0,-49.53585568577602,69.04949913142949,EPSG:32742,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00233.parquet,453,POINT (69.04949913142949 -49.53585568577602),00085_n49.54_p69.05
551D_500L,-551,-500,S2B_MSIL1C_20210901T141049_N0500_R110_T19FDF_20230112T234832,2021-09-01 14:10:49,0.0,0.0,-49.446097224093045,-69.05533242643912,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00234.parquet,115,POINT (-69.05533242643912 -49.446097224093045),00086_n49.45_n69.06
550D_1295L,-550,-1295,S2A_MSIL1C_20231028T214911_N0509_R143_T01FCF_20231028T223956,2023-10-28 21:49:11,4.873560437094082,0.0,-49.35726894764085,-178.68724408773812,EPSG:32701,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00234.parquet,277,POINT (-178.68724408773812 -49.35726894764085),00087_n49.36_n178.69
550D_505R,-550,505,S2A_MSIL1C_20220708T051241_N0400_R033_T42FWL_20220708T071001,2022-07-08 05:12:41,0.0,0.0,-49.35578377863055,69.77678860408335,EPSG:32742,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00234.parquet,441,POINT (69.77678860408335 -49.35578377863055),00088_n49.36_p69.78
549D_502L,-549,-502,S2B_MSIL1C_20210901T141049_N0500_R110_T19FDF_20230112T234832,2021-09-01 14:10:49,0.0,0.0,-49.26647736786799,-69.09300884702718,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00235.parquet,92,POINT (-69.09300884702718 -49.26647736786799),00089_n49.27_n69.09
548D_465L,-548,-465,S2A_MSIL1C_20230602T140601_N0509_R024_T20FML_20230602T185345,2023-06-02 14:06:01,0.0,0.0,-49.1771250778745,-63.872492398110936,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00235.parquet,363,POINT (-63.872492398110936 -49.1771250778745),00091_n49.18_n63.87
547D_538L,-547,-538,S2A_MSIL1C_20220120T142731_N0301_R053_T18FWL_20220120T193112,2022-01-20 14:27:31,0.0,0.0,-49.08606023400848,-73.77170096942619,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00236.parquet,26,POINT (-73.77170096942619 -49.08606023400848),00092_n49.09_n73.77
546D_474L,-546,-474,S2A_MSIL1C_20210307T140051_N0500_R067_T20FLL_20230528T145400,2021-03-07 14:00:51,0.0,0.0,-48.998101905929005,-64.88614441169625,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00236.parquet,312,POINT (-64.88614441169625 -48.998101905929005),00094_n49.00_n64.89
545D_541L,-545,-541,S2B_MSIL1C_20201101T142739_N0500_R053_T18FWL_20230409T215442,2020-11-01 14:27:39,0.0,0.0,-48.90651102534073,-73.92963966630832,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00236.parquet,477,POINT (-73.92963966630832 -48.90651102534073),00095_n48.91_n73.93
544D_472L,-544,-472,S2A_MSIL1C_20230702T140601_N0509_R024_T20FLL_20230702T185440,2023-07-02 14:06:01,0.0,0.0,-48.81813825043408,-64.36748314856514,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00237.parquet,276,POINT (-64.36748314856514 -48.81813825043408),00097_n48.82_n64.37
543D_510L,-543,-510,S2B_MSIL1C_20220429T141039_N0400_R110_T19FDG_20220429T173900,2022-04-29 14:10:39,0.0,0.0,-48.72774716401032,-69.42438128954817,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00237.parquet,452,POINT (-69.42438128954817 -48.72774716401032),00098_n48.73_n69.42
542D_480R,-542,480,S2B_MSIL1C_20221123T052219_N0400_R076_T41FPG_20221123T063410,2022-11-23 05:22:19,0.3696222418605956,0.0,-48.63631322101933,65.37188333515373,EPSG:32741,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00238.parquet,251,POINT (65.37188333515373 -48.63631322101933),00100_n48.64_p65.37
540D_531L,-540,-531,S2B_MSIL1C_20220624T142719_N0400_R053_T18FYM_20220624T174935,2022-06-24 14:27:19,0.0,0.0,-48.45627846986624,-71.90803417444138,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00239.parquet,123,POINT (-71.90803417444138 -48.45627846986624),00102_n48.46_n71.91
539D_557L,-539,-557,S2B_MSIL1C_20210821T143729_N0500_R096_T18FVM_20230211T100800,2021-08-21 14:37:29,0.0,0.0,-48.36839680657207,-75.31561201207651,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00239.parquet,331,POINT (-75.31561201207651 -48.36839680657207),00103_n48.37_n75.32
539D_1220R,-539,1220,S2A_MSIL1C_20230218T224801_N0509_R115_T58FEM_20230218T234730,2023-02-18 22:48:01,2.081755249758027,0.0,-48.3681049450859,165.18019225571058,EPSG:32758,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00239.parquet,473,POINT (165.18019225571058 -48.3681049450859),00104_n48.37_p165.18
537D_508L,-537,-508,S2A_MSIL1C_20221130T140711_N0400_R110_T19FEG_20221130T172926,2022-11-30 14:07:11,0.0,0.0,-48.18823510969916,-68.42755417422666,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00240.parquet,321,POINT (-68.42755417422666 -48.18823510969916),00106_n48.19_n68.43
536D_540L,-536,-540,S2B_MSIL1C_20230117T141709_N0509_R010_T18FXM_20230117T172115,2023-01-17 14:17:09,0.0,0.0,-48.09738678685575,-72.6078289162574,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00240.parquet,493,POINT (-72.6078289162574 -48.09738678685575),00107_n48.10_n72.61
535D_571L,-535,-571,S2B_MSIL1C_20221104T143729_N0400_R096_T18FUM_20221104T180621,2022-11-04 14:37:29,0.0,0.0,-48.00991611308194,-76.66160727746642,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00241.parquet,169,POINT (-76.66160727746642 -48.00991611308194),00108_n48.01_n76.66
534D_497R,-534,497,S2A_MSIL1C_20211113T052221_N0500_R076_T42FUM_20221229T113955,2021-11-13 05:22:21,0.0,0.0,-47.92046456601079,66.73059660643342,EPSG:32742,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00241.parquet,490,POINT (66.73059660643342 -47.92046456601079),00110_n47.92_p66.73
533D_508L,-533,-508,S2A_MSIL1C_20230519T140711_N0509_R110_T19GEH_20230519T191456,2023-05-19 14:07:11,0.0,0.0,-47.82867633096373,-67.94447123533917,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00242.parquet,142,POINT (-67.94447123533917 -47.82867633096373),00111_n47.83_n67.94
532D_506L,-532,-506,S2B_MSIL1C_20230802T140709_N0509_R110_T19GFH_20230802T173135,2023-08-02 14:07:09,0.0,0.0,-47.73864822802133,-67.57653218849845,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00242.parquet,349,POINT (-67.57653218849845 -47.73864822802133),00112_n47.74_n67.58
531D_538L,-531,-538,S2A_MSIL1C_20231012T142711_N0509_R053_T18GYN_20231012T193003,2023-10-12 14:27:11,0.0,0.0,-47.64781160917483,-71.72279707051179,EPSG:32718,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00243.parquet,17,POINT (-71.72279707051179 -47.64781160917483),00113_n47.65_n71.72
530D_1288R,-530,1288,S2B_MSIL1C_20221109T222549_N0400_R029_T59GNH_20221109T232034,2022-11-09 22:25:49,0.0,0.0,-47.55946973402806,171.60872668512167,EPSG:32759,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00243.parquet,328,POINT (171.60872668512167 -47.55946973402806),00115_n47.56_p171.61
