grid_cell,grid_row_u,grid_col_r,product_id,timestamp,cloud_cover,nodata,centre_lat,centre_lon,crs,parquet_url,parquet_row,geometry,unique_identifier
267D_534L,-267,-534,S2A_MSIL1C_20210219T134211_N0500_R124_T22KCU_20230519T235912,2021-02-19 13:42:11,0.0,0.0,-23.93736003772479,-52.44626424185281,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00597.parquet,278,POINT (-52.44626424185281 -23.93736003772479),01375_n23.94_n52.45
267D_141R,-267,141,S2A_MSIL1C_20200921T084641_N0500_R107_T33KUP_20230420T082040,2020-09-21 08:46:41,0.0,0.0,-23.937239373951737,13.910800184389236,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00597.parquet,414,POINT (13.910800184389236 -23.937239373951737),01376_n23.94_p13.91
267D_284R,-267,284,S2A_MSIL1C_20220926T075701_N0400_R035_T35KNP_20220926T095837,2022-09-26 07:57:01,0.0,0.0,-23.93657839133219,27.967977936024003,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00598.parquet,55,POINT (27.967977936024003 -23.93657839133219),01377_n23.94_p27.97
267D_451R,-267,451,S2A_MSIL1C_20200727T071211_N0500_R020_T38KMU_20230328T080825,2020-07-27 07:12:11,0.0,0.0,-23.93708157058471,44.38579115322089,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00598.parquet,208,POINT (44.38579115322089 -23.93708157058471),01378_n23.94_p44.39
267D_1195R,-267,1195,S2A_MSIL1C_20200122T021341_N0500_R060_T50KNU_20230425T081801,2020-01-22 02:13:41,0.0,0.0,-23.93671553836512,117.52575559917442,EPSG:32750,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00598.parquet,317,POINT (117.52575559917442 -23.936715538365117),01379_n23.94_p117.53
267D_1339R,-267,1339,S2A_MSIL1C_20210717T011731_N0500_R088_T52KGU_20230213T112158,2021-07-17 01:17:31,0.0,0.0,-23.93607284761394,131.68115253873427,EPSG:32752,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00598.parquet,458,POINT (131.68115253873427 -23.93607284761394),01380_n23.94_p131.68
267D_1448R,-267,1448,S2A_MSIL1C_20220401T003711_N0400_R059_T54KXU_20220401T020527,2022-04-01 00:37:11,0.0,0.0,-23.93644791053291,142.39709459664635,EPSG:32754,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00599.parquet,65,POINT (142.39709459664635 -23.93644791053291),01381_n23.94_p142.40
266D_681L,-266,-681,S2B_MSIL1C_20230420T142719_N0509_R053_T19KGP_20230420T174844,2023-04-20 14:27:19,0.0,0.0,-23.846404923937843,-66.843887765415,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00599.parquet,435,POINT (-66.843887765415 -23.846404923937843),01383_n23.85_n66.84
266D_532L,-266,-532,S2A_MSIL1C_20200724T134221_N0500_R124_T22KCU_20230429T124650,2020-07-24 13:42:21,0.0,0.0,-23.8474566949938,-52.20695484779032,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00600.parquet,84,POINT (-52.20695484779032 -23.8474566949938),01384_n23.85_n52.21
266D_132R,-266,132,S2A_MSIL1C_20201011T084911_N0500_R107_T33KTP_20230308T210410,2020-10-11 08:49:11,0.0,0.0,-23.847722007156698,13.015669641974544,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00600.parquet,215,POINT (13.015669641974544 -23.847722007156698),01385_n23.85_p13.02
266D_275R,-266,275,S2A_MSIL1C_20230424T075611_N0509_R035_T35KNP_20230424T095821,2023-04-24 07:56:11,4.107926889141382,0.0,-23.84704162741168,27.061375036815257,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00600.parquet,357,POINT (27.061375036815257 -23.84704162741168),01386_n23.85_p27.06
266D_451R,-266,451,S2A_MSIL1C_20210831T071201_N0500_R020_T38KMU_20230121T152132,2021-08-31 07:12:01,0.0,0.0,-23.84727187299121,44.34947673520592,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00601.parquet,22,POINT (44.34947673520592 -23.84727187299121),01387_n23.85_p44.35
266D_1227R,-266,1227,S2B_MSIL1C_20231114T020449_N0509_R017_T51KTP_20231114T042957,2023-11-14 02:04:49,1.0906310931560268,0.0,-23.84787649166317,120.57378893792946,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00601.parquet,161,POINT (120.57378893792946 -23.84787649166317),01388_n23.85_p120.57
266D_1360R,-266,1360,S2A_MSIL1C_20210108T011731_N0500_R088_T53KLP_20230626T000718,2021-01-08 01:17:31,0.0,0.0,-23.84750909603467,133.63757078401505,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00601.parquet,292,POINT (133.63757078401505 -23.84750909603467),01389_n23.85_p133.64
266D_1470R,-266,1470,S2A_MSIL1C_20210304T002711_N0500_R016_T55KBP_20230606T014130,2021-03-04 00:27:11,0.0,0.0,-23.847922774724097,144.4428607498449,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00601.parquet,398,POINT (144.4428607498449 -23.847922774724097),01390_n23.85_p144.44
265D_683L,-265,-683,S2A_MSIL1C_20230214T142711_N0509_R053_T19KFP_20230214T174824,2023-02-14 14:27:11,0.0,0.0,-23.75663268008517,-67.00372073828194,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00602.parquet,243,POINT (-67.00372073828194 -23.75663268008517),01392_n23.76_n67.00
265D_538L,-265,-538,S2A_MSIL1C_20210219T134211_N0500_R124_T22KCU_20230519T235912,2021-02-19 13:42:11,0.0,0.0,-23.757824211624023,-52.767346040790734,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00602.parquet,384,POINT (-52.767346040790734 -23.757824211624023),01393_n23.76_n52.77
265D_417L,-265,-417,S2B_MSIL1C_20200225T125309_N0500_R052_T24KUU_20230428T064501,2020-02-25 12:53:09,1.6756617430459118,0.0,-23.757865769964848,-40.88838751222207,EPSG:32724,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00603.parquet,2,POINT (-40.88838751222207 -23.757865769964848),01394_n23.76_n40.89
265D_264R,-265,264,S2B_MSIL1C_20200424T075609_N0500_R035_T35KLP_20230515T191311,2020-04-24 07:56:09,0.6770855251160769,0.0,-23.75757635001528,25.96707649918392,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00603.parquet,150,POINT (25.96707649918392 -23.75757635001528),01395_n23.76_p25.97
265D_1188R,-265,1188,S2B_MSIL1C_20230312T021349_N0509_R060_T50KMU_20230312T052452,2023-03-12 02:13:49,0.0,0.0,-23.757343279366445,116.67859167104616,EPSG:32750,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00603.parquet,433,POINT (116.67859167104616 -23.757343279366445),01397_n23.76_p116.68
265D_1337R,-265,1337,S2A_MSIL1C_20211008T012721_N0500_R131_T52KGU_20230111T153105,2021-10-08 01:27:21,0.0,0.0,-23.75654356535529,131.30540727611168,EPSG:32752,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00604.parquet,78,POINT (131.30540727611168 -23.75654356535529),01398_n23.76_p131.31
265D_1456R,-265,1456,S2A_MSIL1C_20220401T003711_N0400_R059_T54KXU_20220401T020527,2022-04-01 00:37:11,0.0,0.0,-23.75663505581076,142.98810125272863,EPSG:32754,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00604.parquet,197,POINT (142.98810125272863 -23.75663505581076),01399_n23.76_p142.99
264D_1507L,-264,-1507,S2A_MSIL1C_20220225T200141_N0400_R142_T06KVU_20220225T213817,2022-02-25 20:01:41,2.1461059911066225,0.0,-23.66766969267135,-147.77630030176343,EPSG:32706,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00604.parquet,336,POINT (-147.77630030176343 -23.66766969267135),01400_n23.67_n147.78
264D_709L,-264,-709,S2B_MSIL1C_20221204T143729_N0400_R096_T19KDP_20221204T174413,2022-12-04 14:37:29,0.0,0.0,-23.66757914696809,-69.49846396305831,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00605.parquet,26,POINT (-69.49846396305831 -23.66757914696809),01401_n23.67_n69.50
264D_570L,-264,-570,S2B_MSIL1C_20211025T135119_N0500_R024_T21KXP_20230103T025111,2021-10-25 13:51:19,0.0,0.0,-23.6670681299058,-55.86415601496367,EPSG:32721,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00605.parquet,164,POINT (-55.86415601496367 -23.6670681299058),01402_n23.67_n55.86
264D_200R,-264,200,S2B_MSIL1C_20200503T082559_N0500_R021_T34KCU_20230429T103225,2020-05-03 08:25:59,0.0,0.0,-23.667853967683275,19.66802352516809,EPSG:32734,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00605.parquet,399,POINT (19.66802352516809 -23.667853967683275),01404_n23.67_p19.67
264D_345R,-264,345,S2A_MSIL1C_20230425T072611_N0509_R049_T36KWU_20230425T092805,2023-04-25 07:26:11,0.0,0.0,-23.667142419223108,33.89070033908054,EPSG:32736,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00606.parquet,43,POINT (33.89070033908054 -23.667142419223108),01405_n23.67_p33.89
264D_1137R,-264,1137,S2A_MSIL1C_20201123T024321_N0500_R003_T49KEP_20230323T043513,2020-11-23 02:43:21,0.0,0.0,-23.667237719268424,111.58018376737576,EPSG:32749,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00606.parquet,196,POINT (111.58018376737576 -23.667237719268424),01406_n23.67_p111.58
264D_1257R,-264,1257,S2A_MSIL1C_20210709T015621_N0500_R117_T51KWP_20230203T042051,2021-07-09 01:56:21,0.1927015388068285,0.0,-23.6673087972559,123.3513811609412,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00606.parquet,316,POINT (123.3513811609412 -23.6673087972559),01407_n23.67_p123.35
264D_1392R,-264,1392,S2A_MSIL1C_20200510T010731_N0500_R045_T53KPP_20230401T232038,2020-05-10 01:07:31,2.650829721275372,0.0,-23.666931698400067,136.59344306499273,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00606.parquet,449,POINT (136.59344306499273 -23.666931698400067),01408_n23.67_p136.59
264D_1509R,-264,1509,S2B_MSIL1C_20220709T002059_N0400_R116_T55KFP_20220709T011956,2022-07-09 00:20:59,0.3183345256631458,0.0,-23.66708785855289,148.07047243365935,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00607.parquet,62,POINT (148.07047243365935 -23.66708785855289),01409_n23.67_p148.07
263D_660L,-263,-660,S2B_MSIL1C_20230120T142709_N0509_R053_T20KLU_20230120T173228,2023-01-20 14:27:09,0.0,0.0,-23.57814069848829,-64.65631919816322,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00607.parquet,396,POINT (-64.65631919816322 -23.57814069848829),01411_n23.58_n64.66
263D_527L,-263,-527,S2A_MSIL1C_20220522T133231_N0400_R081_T22KDU_20220522T183006,2022-05-22 13:32:31,0.0,0.0,-23.57779617886125,-51.61744122030368,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00608.parquet,30,POINT (-51.61744122030368 -23.57779617886125),01412_n23.58_n51.62
263D_144R,-263,144,S2A_MSIL1C_20221130T085321_N0400_R107_T33KVP_20221130T123024,2022-11-30 08:53:21,1.706960400622817,0.0,-23.577866464218623,14.166943935855452,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00608.parquet,165,POINT (14.166943935855452 -23.577866464218623),01413_n23.58_p14.17
263D_306R,-263,306,S2B_MSIL1C_20210625T074609_N0500_R135_T35KRP_20230525T232149,2021-06-25 07:46:09,0.0,0.0,-23.576700051703657,30.04790485990004,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00608.parquet,324,POINT (30.047904859900036 -23.576700051703657),01414_n23.58_p30.05
263D_1245R,-263,1245,S2A_MSIL1C_20220415T015621_N0400_R117_T51KVP_20220415T051015,2022-04-15 01:56:21,0.0,0.0,-23.57788574394734,122.10813976589694,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00609.parquet,124,POINT (122.10813976589694 -23.57788574394734),01416_n23.58_p122.11
263D_1363R,-263,1363,S2A_MSIL1C_20220622T011741_N0400_R088_T53KLP_20220622T023945,2022-06-22 01:17:41,0.0,0.0,-23.578028579689715,133.6769075908677,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00609.parquet,241,POINT (133.6769075908677 -23.578028579689715),01417_n23.58_p133.68
263D_1498R,-263,1498,S2A_MSIL1C_20210410T002051_N0500_R116_T55KDP_20230512T192805,2021-04-10 00:20:51,0.0,0.0,-23.57762637681719,146.91179224841216,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00609.parquet,375,POINT (146.91179224841216 -23.57762637681719),01418_n23.58_p146.91
262D_1343L,-262,-1343,S2B_MSIL1C_20230118T190009_N0509_R027_T09KTQ_20230118T200021,2023-01-18 19:00:09,2.633295459327526,0.0,-23.488610885090235,-131.50939241386732,EPSG:32709,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00610.parquet,42,POINT (-131.50939241386732 -23.488610885090235),01419_n23.49_n131.51
262D_666L,-262,-666,S2B_MSIL1C_20230120T142709_N0509_R053_T20KKV_20230120T173228,2023-01-20 14:27:09,0.2710796897137006,0.0,-23.4885004226683,-65.19112221148482,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00610.parquet,225,POINT (-65.19112221148482 -23.4885004226683),01420_n23.49_n65.19
262D_520L,-262,-520,S2B_MSIL1C_20220924T133149_N0400_R081_T22KEV_20220924T170534,2022-09-24 13:31:49,0.0,0.0,-23.487742935446896,-50.8898294515464,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00610.parquet,370,POINT (-50.8898294515464 -23.487742935446896),01421_n23.49_n50.89
262D_305R,-262,305,S2A_MSIL1C_20200705T074621_N0500_R135_T35KQQ_20230530T070950,2020-07-05 07:46:21,0.0,0.0,-23.486916022406746,29.92547418363145,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00611.parquet,155,POINT (29.92547418363145 -23.486916022406746),01423_n23.49_p29.93
262D_474R,-262,474,S2B_MSIL1C_20201126T070229_N0500_R120_T38KPV_20230304T011348,2020-11-26 07:02:29,3.116013690751729,0.0,-23.487326434701973,46.48111569491387,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00611.parquet,324,POINT (46.48111569491387 -23.487326434701973),01424_n23.49_p46.48
262D_1251R,-262,1251,S2B_MSIL1C_20220907T015619_N0400_R117_T51KVQ_20220907T042253,2022-09-07 01:56:19,0.5691621428270841,0.0,-23.48790584354084,122.59605887618768,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00611.parquet,465,POINT (122.59605887618768 -23.48790584354084),01425_n23.49_p122.60
262D_1390R,-262,1390,S2B_MSIL1C_20220724T010729_N0400_R045_T53KPQ_20220724T023333,2022-07-24 01:07:29,3.3963865392977883,0.0,-23.48740618280313,136.21182510693694,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00612.parquet,104,POINT (136.21182510693694 -23.48740618280313),01426_n23.49_p136.21
262D_1503R,-262,1503,S2A_MSIL1C_20220306T002101_N0400_R116_T55KEQ_20220306T014212,2022-03-06 00:21:01,0.0,0.0,-23.48768944516175,147.28154022557263,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00612.parquet,214,POINT (147.28154022557263 -23.48768944516175),01427_n23.49_p147.28
261D_1337L,-261,-1337,S2B_MSIL1C_20211124T190009_N0500_R027_T09KUQ_20230102T150325,2021-11-24 19:00:09,4.798250782028083,0.0,-23.39856077326841,-130.85063774180733,EPSG:32709,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00612.parquet,385,POINT (-130.85063774180733 -23.39856077326841),01428_n23.40_n130.85
261D_666L,-261,-666,S2B_MSIL1C_20210520T142729_N0500_R053_T20KKV_20230224T033849,2021-05-20 14:27:29,0.0,0.0,-23.39866486022085,-65.15568352269678,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00613.parquet,63,POINT (-65.15568352269678 -23.39866486022085),01429_n23.40_n65.16
261D_526L,-261,-526,S2B_MSIL1C_20230402T133149_N0509_R081_T22KDV_20230402T150959,2023-04-02 13:31:49,0.0,0.0,-23.398099004537137,-51.44940274127986,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00613.parquet,201,POINT (-51.44940274127986 -23.398099004537137),01430_n23.40_n51.45
261D_267R,-261,267,S2B_MSIL1C_20200504T075609_N0500_R035_T35KMQ_20230630T090407,2020-05-04 07:56:09,0.1149370870681311,0.0,-23.39821523037382,26.19009608862272,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00613.parquet,459,POINT (26.19009608862272 -23.39821523037382),01432_n23.40_p26.19
261D_447R,-261,447,S2A_MSIL1C_20210314T071211_N0500_R020_T38KLV_20230517T090219,2021-03-14 07:12:11,0.0,0.0,-23.3983386259934,43.81328055652734,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00614.parquet,138,POINT (43.81328055652734 -23.398338625993397),01433_n23.40_p43.81
261D_1214R,-261,1214,S2B_MSIL1C_20220625T021349_N0400_R060_T50KPV_20220625T053145,2022-06-25 02:13:49,0.0,0.0,-23.39738389982516,118.9060412325283,EPSG:32750,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00614.parquet,269,POINT (118.9060412325283 -23.39738389982516),01434_n23.40_p118.91
261D_1346R,-261,1346,S2B_MSIL1C_20211129T011719_N0500_R088_T52KGV_20230117T125002,2021-11-29 01:17:19,0.0,0.0,-23.397124733395792,131.82927453273334,EPSG:32752,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00614.parquet,398,POINT (131.82927453273334 -23.397124733395792),01435_n23.40_p131.83
261D_1469R,-261,1469,S2B_MSIL1C_20221202T003709_N0400_R059_T54KYV_20221202T014756,2022-12-02 00:37:09,0.0,0.0,-23.397113116065533,143.8716842418773,EPSG:32754,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00615.parquet,20,POINT (143.8716842418773 -23.397113116065533),01436_n23.40_p143.87
260D_1376L,-260,-1376,S2A_MSIL1C_20200908T191051_N0500_R070_T08KNV_20230401T153029,2020-09-08 19:10:51,0.0,0.0,-23.30799949723596,-134.55992825251425,EPSG:32708,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00615.parquet,198,POINT (-134.55992825251425 -23.30799949723596),01437_n23.31_n134.56
260D_682L,-260,-682,S2A_MSIL1C_20230415T142711_N0509_R053_T19KGQ_20230415T193426,2023-04-15 14:27:11,0.0,0.0,-23.307444932190723,-66.66930158993486,EPSG:32719,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00615.parquet,398,POINT (-66.66930158993486 -23.307444932190723),01438_n23.31_n66.67
260D_529L,-260,-529,S2B_MSIL1C_20230731T133149_N0509_R081_T22KDV_20230731T151307,2023-07-31 13:31:49,0.0,0.0,-23.30835817903832,-51.70084941243694,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00616.parquet,50,POINT (-51.70084941243694 -23.30835817903832),01439_n23.31_n51.70
260D_151R,-260,151,S2B_MSIL1C_20220419T084559_N0400_R107_T33KVQ_20220419T124019,2022-04-19 08:45:59,0.0,0.0,-23.308191978230067,14.82071696624425,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00616.parquet,193,POINT (14.82071696624425 -23.308191978230067),01440_n23.31_p14.82
260D_304R,-260,304,S2B_MSIL1C_20200201T075039_N0500_R135_T35KQQ_20230601T015949,2020-02-01 07:50:39,0.3487564701426587,0.0,-23.30731856825436,29.78704865926573,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00616.parquet,346,POINT (29.78704865926573 -23.30731856825436),01441_n23.31_p29.79
260D_464R,-260,464,S2B_MSIL1C_20210428T071209_N0500_R020_T38KNV_20230513T024823,2021-04-28 07:12:09,0.0,0.0,-23.30799949723596,45.44007174748573,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00617.parquet,8,POINT (45.44007174748573 -23.30799949723596),01442_n23.31_p45.44
260D_1237R,-260,1237,S2A_MSIL1C_20230811T020451_N0509_R017_T51KTQ_20230811T052231,2023-08-11 02:04:51,0.0,0.0,-23.308767889027184,121.06041401871671,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00617.parquet,149,POINT (121.06041401871671 -23.308767889027184),01443_n23.31_p121.06
260D_1376R,-260,1376,S2B_MSIL1C_20200724T010729_N0500_R045_T53KMQ_20230324T231018,2020-07-24 01:07:29,0.0,0.0,-23.308243512886825,134.65772791147646,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00617.parquet,284,POINT (134.65772791147646 -23.308243512886825),01444_n23.31_p134.66
260D_1496R,-260,1496,S2A_MSIL1C_20200528T002711_N0500_R016_T55KDQ_20230502T100737,2020-05-28 00:27:11,0.4825428888047244,0.0,-23.30832673072665,146.3969445947309,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00617.parquet,402,POINT (146.3969445947309 -23.30832673072665),01445_n23.31_p146.40
259D_673L,-259,-673,S2A_MSIL1C_20221126T142711_N0400_R053_T20KKV_20221126T174914,2022-11-26 14:27:11,0.0,0.0,-23.219223751218816,-65.75144182861621,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00618.parquet,280,POINT (-65.75144182861621 -23.219223751218816),01447_n23.22_n65.75
259D_526L,-259,-526,S2B_MSIL1C_20210830T133029_N0500_R081_T22KDV_20230225T140633,2021-08-30 13:30:29,0.0,0.0,-23.218434015680053,-51.3795601680222,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00618.parquet,426,POINT (-51.3795601680222 -23.218434015680053),01448_n23.22_n51.38
259D_145R,-259,145,S2A_MSIL1C_20230916T084611_N0509_R107_T33KVQ_20230916T124924,2023-09-16 08:46:11,0.4344990110676262,0.0,-23.21855993323168,14.226218128334772,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00619.parquet,63,POINT (14.226218128334772 -23.21855993323168),01449_n23.22_p14.23
259D_294R,-259,294,S2B_MSIL1C_20200201T075039_N0500_R135_T35KPQ_20230601T015949,2020-02-01 07:50:39,4.558382078581548,0.0,-23.21777854858001,28.79350458638018,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00619.parquet,211,POINT (28.79350458638018 -23.217778548580014),01450_n23.22_p28.79
259D_466R,-259,466,S2A_MSIL1C_20200816T071211_N0500_R020_T38KNV_20230320T021605,2020-08-16 07:12:11,0.0,0.0,-23.21812713450627,45.61087086822268,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00619.parquet,381,POINT (45.61087086822268 -23.21812713450627),01451_n23.22_p45.61
259D_1240R,-259,1240,S2A_MSIL1C_20210324T020441_N0500_R017_T51KUQ_20230522T025641,2021-03-24 02:04:41,0.0,0.0,-23.218868228853527,121.2878959033062,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00620.parquet,23,POINT (121.2878959033062 -23.218868228853527),01452_n23.22_p121.29
259D_1404R,-259,1404,S2A_MSIL1C_20230323T005711_N0509_R002_T53KQQ_20230323T022156,2023-03-23 00:57:11,4.3601572472611485,0.0,-23.21762928894949,137.32128485785074,EPSG:32753,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00620.parquet,186,POINT (137.32128485785074 -23.21762928894949),01453_n23.22_p137.32
259D_1514R,-259,1514,S2A_MSIL1C_20200326T002051_N0500_R116_T55KFQ_20230408T142547,2020-03-26 00:20:51,0.0,0.0,-23.21798748559424,148.07675935572615,EPSG:32755,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00620.parquet,295,POINT (148.07675935572615 -23.21798748559424),01454_n23.22_p148.08
258D_671L,-258,-671,S2A_MSIL1C_20200619T142741_N0500_R053_T20KKV_20230501T150319,2020-06-19 14:27:41,0.0,0.0,-23.12931355090217,-65.50259575388321,EPSG:32720,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00621.parquet,169,POINT (-65.50259575388321 -23.12931355090217),01456_n23.13_n65.50
258D_526L,-258,-526,S2B_MSIL1C_20211029T133229_N0500_R081_T22KDV_20230114T140814,2021-10-29 13:32:29,0.0,0.0,-23.12859949319141,-51.3377385997339,EPSG:32722,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00621.parquet,314,POINT (-51.3377385997339 -23.12859949319141),01457_n23.13_n51.34
258D_138R,-258,138,S2A_MSIL1C_20230916T084611_N0509_R107_T33KUQ_20230916T124924,2023-09-16 08:46:11,0.0,0.0,-23.128964622022323,13.531010278898336,EPSG:32733,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00621.parquet,443,POINT (13.531010278898336 -23.128964622022323),01458_n23.13_p13.53
258D_281R,-258,281,S2A_MSIL1C_20230414T075611_N0509_R035_T35KNQ_20230414T095821,2023-04-14 07:56:11,2.0998155395643083,0.0,-23.12834031519041,27.50051424531216,EPSG:32735,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00622.parquet,86,POINT (27.50051424531216 -23.12834031519041),01459_n23.13_p27.50
258D_451R,-258,451,S2B_MSIL1C_20220910T071209_N0400_R020_T38KMV_20220910T085303,2022-09-10 07:12:09,0.0,0.0,-23.128775919190254,44.10884598960911,EPSG:32738,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00622.parquet,255,POINT (44.10884598960911 -23.128775919190254),01460_n23.13_p44.11
258D_1238R,-258,1238,S2B_MSIL1C_20211124T020439_N0500_R017_T51KTQ_20230108T094727,2021-11-24 02:04:39,2.8928025361556484,0.0,-23.12914413648652,120.99386270552384,EPSG:32751,https://huggingface.co/datasets/Major-TOM/Core-S2L1C/resolve/main/images/part_00622.parquet,404,POINT (120.99386270552384 -23.12914413648652),01461_n23.13_p120.99
